QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CITY,STATE,COUNTRY,DEALSIZE
26,100.0,2856.88,9/16/2004 0:00,Shipped,3,9,2004,Motorcycles,99,Dublin,,Ireland,Small
24,79.91,1917.84,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,99,White Plains,NY,USA,Small
47,100.0,5305.36,11/2/2004 0:00,Shipped,4,11,2004,Motorcycles,99,Allentown,PA,USA,Medium
45,63.91,2875.95,11/15/2004 0:00,Shipped,4,11,2004,Motorcycles,99,NYC,NY,USA,Small
55,100.0,6482.85,11/24/2004 0:00,Shipped,4,11,2004,Motorcycles,99,Barcelona,,Spain,Medium
46,81.17,3733.82,12/4/2004 0:00,Shipped,4,12,2004,Motorcycles,99,Glendale,CT,USA,Medium
50,100.0,6576.5,1/6/2005 0:00,Shipped,1,1,2005,Motorcycles,99,Espoo,,Finland,Medium
37,100.0,6353.27,2/3/2005 0:00,Shipped,1,2,2005,Motorcycles,99,Nantes,,France,Medium
44,94.9,4175.6,3/2/2005 0:00,Shipped,1,3,2005,Motorcycles,99,Singapore,,Singapore,Medium
45,100.0,4764.6,5/10/2005 0:00,Shipped,2,5,2005,Motorcycles,99,Reggio Emilia,,Italy,Medium
27,43.45,1173.15,3/3/2003 0:00,Shipped,1,3,2003,Motorcycles,40,Makati City,,Philippines,Small
31,44.66,1384.46,5/8/2003 0:00,Shipped,2,5,2003,Motorcycles,40,Marseille,,France,Small
33,40.23,1327.59,7/2/2003 0:00,Shipped,3,7,2003,Motorcycles,40,San Rafael,CA,USA,Small
31,35.8,1109.8,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,40,Pasadena,CA,USA,Small
35,35.4,1239.0,10/10/2003 0:00,Shipped,4,10,2003,Motorcycles,40,San Francisco,CA,USA,Small
26,39.83,1035.58,11/4/2003 0:00,Shipped,4,11,2003,Motorcycles,40,North Sydney,NSW,Australia,Small
34,45.46,1545.64,11/11/2003 0:00,Shipped,4,11,2003,Motorcycles,40,Lille,,France,Small
46,32.99,1517.54,11/19/2003 0:00,Shipped,4,11,2003,Motorcycles,40,Madrid,,Spain,Small
41,42.24,1731.84,1/15/2004 0:00,Shipped,1,1,2004,Motorcycles,40,Paris,,France,Small
43,39.43,1695.49,2/21/2004 0:00,Shipped,1,2,2004,Motorcycles,40,Lille,,France,Small
26,40.23,1045.98,4/5/2004 0:00,Shipped,2,4,2004,Motorcycles,40,NYC,NY,USA,Small
36,48.28,1738.08,5/26/2004 0:00,Shipped,2,5,2004,Motorcycles,40,Paris,,France,Small
20,32.59,651.8,6/30/2004 0:00,Shipped,2,6,2004,Motorcycles,40,Boston,MA,USA,Small
27,36.61,988.47,8/2/2004 0:00,Shipped,3,8,2004,Motorcycles,40,Brickhaven,MA,USA,Small
37,41.03,1518.11,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,40,Cambridge,MA,USA,Small
24,42.24,1013.76,9/30/2004 0:00,Shipped,3,9,2004,Motorcycles,40,Helsinki,,Finland,Small
36,43.05,1549.8,10/16/2004 0:00,Shipped,4,10,2004,Motorcycles,40,Koln,,Germany,Small
29,38.22,1108.38,11/3/2004 0:00,Shipped,4,11,2004,Motorcycles,40,NYC,NY,USA,Small
28,100.0,4102.56,11/17/2004 0:00,Shipped,4,11,2004,Motorcycles,40,Philadelphia,PA,USA,Medium
29,100.0,3713.16,11/24/2004 0:00,Shipped,4,11,2004,Motorcycles,40,Reims,,France,Medium
38,39.83,1513.54,12/7/2004 0:00,Shipped,4,12,2004,Motorcycles,40,Madrid,,Spain,Small
48,48.28,2317.44,1/6/2005 0:00,Shipped,1,1,2005,Motorcycles,40,Marseille,,France,Small
40,82.46,3298.4,2/10/2005 0:00,Shipped,1,2,2005,Motorcycles,40,Madrid,,Spain,Medium
41,44.56,1826.96,3/4/2005 0:00,Shipped,1,3,2005,Motorcycles,40,San Rafael,CA,USA,Small
30,40.23,1206.9,4/8/2005 0:00,Shipped,2,4,2005,Motorcycles,40,Liverpool,,UK,Small
35,47.62,1666.7,1/31/2003 0:00,Shipped,1,1,2003,Trucks and Buses,54,Madrid,,Spain,Small
28,55.73,1560.44,4/1/2003 0:00,Shipped,2,4,2003,Trucks and Buses,54,Paris,,France,Small
45,51.95,2337.75,6/3/2003 0:00,Shipped,2,6,2003,Trucks and Buses,54,NYC,NY,USA,Small
24,45.99,1103.76,8/1/2003 0:00,Shipped,3,8,2003,Trucks and Buses,54,Espoo,,Finland,Small
41,63.85,2617.85,9/21/2003 0:00,Shipped,3,9,2003,Trucks and Buses,54,Oulu,,Finland,Small
48,45.99,2207.52,10/22/2003 0:00,Shipped,4,10,2003,Trucks and Buses,54,Singapore,,Singapore,Small
50,63.31,3165.5,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,54,London,,UK,Medium
33,62.77,2071.41,11/14/2003 0:00,Shipped,4,11,2003,Trucks and Buses,54,Sevilla,,Spain,Small
32,43.29,1385.28,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,54,White Plains,NY,USA,Small
27,60.06,1621.62,12/9/2003 0:00,Shipped,4,12,2003,Trucks and Buses,54,Boston,MA,USA,Small
35,55.19,1931.65,2/10/2004 0:00,Shipped,1,2,2004,Trucks and Buses,54,Brisbane,CA,USA,Small
23,54.11,1244.53,3/11/2004 0:00,Shipped,1,3,2004,Trucks and Buses,54,San Rafael,CA,USA,Small
35,48.7,1704.5,5/5/2004 0:00,Shipped,2,5,2004,Trucks and Buses,54,Madrid,,Spain,Small
40,43.83,1753.2,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,54,Singapore,,Singapore,Small
35,47.62,1666.7,7/20/2004 0:00,Shipped,3,7,2004,Trucks and Buses,54,San Rafael,CA,USA,Small
31,55.19,1710.89,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,54,Allentown,PA,USA,Small
50,46.53,2326.5,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,54,NYC,NY,USA,Small
40,57.9,2316.0,10/13/2004 0:00,Shipped,4,10,2004,Trucks and Buses,54,Cambridge,MA,USA,Small
38,45.45,1727.1,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,54,Vancouver,BC,Canada,Small
38,100.0,8844.12,11/5/2004 0:00,Shipped,4,11,2004,Trucks and Buses,54,Stavern,,Norway,Large
40,60.6,2424.0,11/19/2004 0:00,Shipped,4,11,2004,Trucks and Buses,54,San Rafael,CA,USA,Small
33,46.53,1535.49,12/1/2004 0:00,Shipped,4,12,2004,Trucks and Buses,54,NYC,NY,USA,Small
36,100.0,6358.68,12/15/2004 0:00,Shipped,4,12,2004,Trucks and Buses,54,Reims,,France,Medium
20,66.47,1329.4,1/23/2005 0:00,Shipped,1,1,2005,Trucks and Buses,54,San Rafael,CA,USA,Small
32,53.18,1701.76,2/22/2005 0:00,Shipped,1,2,2005,Trucks and Buses,54,Madrid,,Spain,Small
36,62.77,2259.72,3/15/2005 0:00,Shipped,1,3,2005,Trucks and Buses,54,Madrid,,Spain,Small
19,48.7,925.3,5/3/2005 0:00,Shipped,2,5,2005,Trucks and Buses,54,Madrid,,Spain,Small
49,65.87,3227.63,1/31/2003 0:00,Shipped,1,1,2003,Trains,62,Madrid,,Spain,Medium
27,63.38,1711.26,4/11/2003 0:00,Shipped,2,4,2003,Trains,62,Charleroi,,Belgium,Small
29,70.84,2054.36,6/3/2003 0:00,Shipped,2,6,2003,Trains,62,NYC,NY,USA,Small
42,74.57,3131.94,8/8/2003 0:00,Shipped,3,8,2003,Trains,62,San Rafael,CA,USA,Medium
33,50.95,1681.35,9/25/2003 0:00,Shipped,3,9,2003,Trains,62,South Brisbane,Queensland,Australia,Small
44,53.44,2351.36,10/22/2003 0:00,Shipped,4,10,2003,Trains,62,Singapore,,Singapore,Small
22,64.0,1408.0,11/6/2003 0:00,Shipped,4,11,2003,Trains,62,Reggio Emilia,,Italy,Small
48,50.95,2445.6,11/14/2003 0:00,Shipped,4,11,2003,Trains,62,Sevilla,,Spain,Small
33,54.68,1804.44,11/25/2003 0:00,Shipped,4,11,2003,Trains,62,White Plains,NY,USA,Small
45,56.55,2544.75,12/9/2003 0:00,Shipped,4,12,2003,Trains,62,Boston,MA,USA,Small
20,52.82,1056.4,2/12/2004 0:00,Shipped,1,2,2004,Trains,62,Dublin,,Ireland,Small
46,60.9,2801.4,3/15/2004 0:00,Shipped,1,3,2004,Trains,62,Frankfurt,,Germany,Small
40,49.71,1988.4,5/5/2004 0:00,Shipped,2,5,2004,Trains,62,Espoo,,Finland,Small
45,64.63,2908.35,7/20/2004 0:00,Shipped,3,7,2004,Trains,62,Allentown,PA,USA,Small
36,59.65,2147.4,8/20/2004 0:00,Shipped,3,8,2004,Trains,62,San Rafael,CA,USA,Small
31,67.73,2099.63,9/8/2004 0:00,Shipped,3,9,2004,Trains,62,NYC,NY,USA,Small
46,50.33,2315.18,10/14/2004 0:00,Shipped,4,10,2004,Trains,62,Manchester,,UK,Small
35,66.49,2327.15,10/22/2004 0:00,Shipped,4,10,2004,Trains,62,Aaarhus,,Denmark,Small
28,100.0,5377.4,11/5/2004 0:00,Shipped,4,11,2004,Trains,62,Stavern,,Norway,Medium
31,84.71,2626.01,11/20/2004 0:00,Shipped,4,11,2004,Trains,62,Paris,,France,Small
27,100.0,4406.4,12/2/2004 0:00,Shipped,4,12,2004,Trains,62,Madrid,,Spain,Medium
22,100.0,4301.22,12/15/2004 0:00,Shipped,4,12,2004,Trains,62,Reims,,France,Medium
30,99.55,2986.5,1/23/2005 0:00,Shipped,1,1,2005,Trains,62,San Rafael,CA,USA,Small
44,36.07,1587.08,2/22/2005 0:00,Shipped,1,2,2005,Trains,62,Madrid,,Spain,Small
30,60.28,1808.4,3/15/2005 0:00,Shipped,1,3,2005,Trains,62,Madrid,,Spain,Small
24,49.71,1193.04,5/5/2005 0:00,Shipped,2,5,2005,Trains,62,Bridgewater,CT,USA,Small
45,75.63,3403.35,1/29/2003 0:00,Shipped,1,1,2003,Trucks and Buses,64,Stavern,,Norway,Medium
23,68.52,1575.96,3/26/2003 0:00,Shipped,1,3,2003,Trucks and Buses,64,San Rafael,CA,USA,Small
26,62.7,1630.2,5/28/2003 0:00,Shipped,2,5,2003,Trucks and Buses,64,Madrid,,Spain,Small
28,60.76,1701.28,7/24/2003 0:00,Shipped,3,7,2003,Trucks and Buses,64,Burlingame,CA,USA,Small
49,58.18,2850.82,9/19/2003 0:00,Shipped,3,9,2003,Trucks and Buses,64,Singapore,,Singapore,Small
49,54.94,2692.06,10/21/2003 0:00,Resolved,4,10,2003,Trucks and Buses,64,Graz,,Austria,Small
29,74.98,2174.42,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,64,London,,UK,Small
49,64.64,3167.36,11/13/2003 0:00,Shipped,4,11,2003,Trucks and Buses,64,Philadelphia,PA,USA,Medium
39,54.94,2142.66,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,64,Lyon,,France,Small
36,58.82,2117.52,12/5/2003 0:00,Shipped,4,12,2003,Trucks and Buses,64,Vancouver,BC,Canada,Small
39,62.05,2419.95,2/4/2004 0:00,Shipped,1,2,2004,Trucks and Buses,64,Singapore,,Singapore,Small
30,73.04,2191.2,3/11/2004 0:00,Shipped,1,3,2004,Trucks and Buses,64,San Rafael,CA,USA,Small
44,69.16,3043.04,5/4/2004 0:00,Shipped,2,5,2004,Trucks and Buses,64,New Haven,CT,USA,Medium
20,61.41,1228.2,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,64,Minato-ku,Tokyo,Japan,Small
21,63.35,1330.35,7/19/2004 0:00,Shipped,3,7,2004,Trucks and Buses,64,Chatswood,NSW,Australia,Small
36,77.57,2792.52,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,64,Allentown,PA,USA,Small
32,71.75,2296.0,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,64,Boras,,Sweden,Small
36,73.04,2629.44,10/11/2004 0:00,Shipped,4,10,2004,Trucks and Buses,64,Versailles,,France,Small
34,56.24,1912.16,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,64,Vancouver,BC,Canada,Small
48,100.0,8209.44,11/5/2004 0:00,Shipped,4,11,2004,Trucks and Buses,64,NYC,NY,USA,Large
33,73.69,2431.77,11/18/2004 0:00,Shipped,4,11,2004,Trucks and Buses,64,San Francisco,CA,USA,Small
31,100.0,3139.99,11/1/2004 0:00,Shipped,4,11,2004,Trucks and Buses,64,Madrid,,Spain,Medium
36,100.0,5669.64,12/10/2004 0:00,Shipped,4,12,2004,Trucks and Buses,64,Madrid,,Spain,Medium
25,100.0,3160.25,1/20/2005 0:00,Shipped,1,1,2005,Trucks and Buses,64,North Sydney,NSW,Australia,Medium
48,100.0,6799.68,2/17/2005 0:00,Shipped,1,2,2005,Trucks and Buses,64,San Rafael,CA,USA,Medium
27,69.16,1867.32,5/1/2005 0:00,Shipped,2,5,2005,Trucks and Buses,64,Montreal,Quebec,Canada,Small
33,72.92,2406.36,2/17/2003 0:00,Shipped,1,2,2003,Vintage Cars,68,Bergamo,,Italy,Small
29,72.23,2094.67,4/29/2003 0:00,Shipped,2,4,2003,Vintage Cars,68,Melbourne,Victoria,Australia,Small
49,57.1,2797.9,6/27/2003 0:00,Shipped,2,6,2003,Vintage Cars,68,Madrid,,Spain,Small
20,81.86,1637.2,8/13/2003 0:00,Shipped,3,8,2003,Vintage Cars,68,Charleroi,,Belgium,Small
31,73.61,2281.91,10/28/2003 0:00,Shipped,4,10,2003,Vintage Cars,68,Burlingame,CA,USA,Small
39,59.16,2307.24,1/12/2004 0:00,Shipped,1,1,2004,Vintage Cars,68,Osaka,Osaka,Japan,Small
20,66.04,1320.8,2/20/2004 0:00,Shipped,1,2,2004,Vintage Cars,68,Melbourne,Victoria,Australia,Small
34,77.73,2642.82,4/2/2004 0:00,Shipped,2,4,2004,Vintage Cars,68,Tsawassen,BC,Canada,Small
50,61.22,3061.0,5/11/2004 0:00,Shipped,2,5,2004,Vintage Cars,68,San Jose,CA,USA,Medium
28,63.97,1791.16,7/23/2004 0:00,Shipped,3,7,2004,Vintage Cars,68,Nantes,,France,Small
50,81.86,4093.0,8/21/2004 0:00,Shipped,3,8,2004,Vintage Cars,68,Oslo,,Norway,Medium
28,79.8,2234.4,9/16/2004 0:00,Shipped,3,9,2004,Vintage Cars,68,Dublin,,Ireland,Small
46,66.04,3037.84,10/15/2004 0:00,Shipped,4,10,2004,Vintage Cars,68,White Plains,NY,USA,Medium
24,59.16,1419.84,11/1/2004 0:00,Shipped,4,11,2004,Vintage Cars,68,Cowes,Isle of Wight,UK,Small
24,81.17,1948.08,11/12/2004 0:00,Shipped,4,11,2004,Vintage Cars,68,Bergamo,,Italy,Small
39,59.16,2307.24,11/24/2004 0:00,Shipped,4,11,2004,Vintage Cars,68,Barcelona,,Spain,Small
40,44.51,1780.4,12/4/2004 0:00,Shipped,4,12,2004,Vintage Cars,68,Glendale,CT,USA,Small
49,72.33,3544.17,12/17/2004 0:00,Shipped,4,12,2004,Vintage Cars,68,Chatswood,NSW,Australia,Medium
44,82.26,3619.44,2/3/2005 0:00,Shipped,1,2,2005,Vintage Cars,68,Nantes,,France,Medium
35,100.0,3918.95,3/3/2005 0:00,Shipped,1,3,2005,Vintage Cars,68,New Bedford,MA,USA,Medium
22,67.41,1483.02,3/30/2005 0:00,Shipped,1,3,2005,Vintage Cars,68,Reims,,France,Small
26,61.22,1591.72,5/10/2005 0:00,Shipped,2,5,2005,Vintage Cars,68,Reggio Emilia,,Italy,Small
31,100.0,3669.78,3/3/2003 0:00,Shipped,1,3,2003,Motorcycles,102,Makati City,,Philippines,Medium
25,86.74,2168.5,5/7/2003 0:00,Shipped,2,5,2003,Motorcycles,102,Reims,,France,Small
30,89.8,2694.0,7/2/2003 0:00,Shipped,3,7,2003,Motorcycles,102,San Rafael,CA,USA,Small
27,100.0,3251.34,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,102,Pasadena,CA,USA,Medium
23,100.0,2347.15,10/10/2003 0:00,Shipped,4,10,2003,Motorcycles,102,San Francisco,CA,USA,Small
34,100.0,3920.88,11/4/2003 0:00,Shipped,4,11,2003,Motorcycles,102,North Sydney,NSW,Australia,Medium
22,100.0,2514.6,11/11/2003 0:00,Shipped,4,11,2003,Motorcycles,102,Lille,,France,Small
42,85.72,3600.24,11/19/2003 0:00,Shipped,4,11,2003,Motorcycles,102,Madrid,,Spain,Medium
37,100.0,4040.03,1/15/2004 0:00,Shipped,1,1,2004,Motorcycles,102,Paris,,France,Medium
30,100.0,3336.9,2/21/2004 0:00,Shipped,1,2,2004,Motorcycles,102,Lille,,France,Medium
27,100.0,3113.64,4/5/2004 0:00,Shipped,2,4,2004,Motorcycles,102,NYC,NY,USA,Medium
25,100.0,2832.0,5/26/2004 0:00,Shipped,2,5,2004,Motorcycles,102,Paris,,France,Small
34,97.97,3330.98,6/30/2004 0:00,Shipped,2,6,2004,Motorcycles,102,Boston,MA,USA,Medium
38,100.0,4304.64,8/2/2004 0:00,Shipped,3,8,2004,Motorcycles,102,Brickhaven,MA,USA,Medium
26,100.0,2600.26,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,102,Cambridge,MA,USA,Small
38,100.0,4382.16,9/30/2004 0:00,Shipped,3,9,2004,Motorcycles,102,Helsinki,,Finland,Medium
50,84.7,4235.0,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,102,Stavern,,Norway,Medium
22,100.0,2626.8,11/3/2004 0:00,Shipped,4,11,2004,Motorcycles,102,NYC,NY,USA,Small
32,100.0,5026.56,11/17/2004 0:00,Shipped,4,11,2004,Motorcycles,102,Philadelphia,PA,USA,Medium
31,71.02,2201.62,11/24/2004 0:00,Shipped,4,11,2004,Motorcycles,102,Salzburg,,Austria,Small
40,100.0,4326.8,12/7/2004 0:00,Shipped,4,12,2004,Motorcycles,102,Madrid,,Spain,Medium
22,100.0,3425.18,1/7/2005 0:00,Shipped,1,1,2005,Motorcycles,102,New Bedford,MA,USA,Medium
41,100.0,4701.88,2/3/2005 0:00,Shipped,1,2,2005,Motorcycles,102,Nantes,,France,Medium
45,48.98,2204.1,3/4/2005 0:00,Shipped,1,3,2005,Motorcycles,102,San Rafael,CA,USA,Small
45,100.0,5189.4,4/8/2005 0:00,Shipped,2,4,2005,Motorcycles,102,Liverpool,,UK,Medium
39,40.15,1565.85,2/17/2003 0:00,Shipped,1,2,2003,Vintage Cars,43,Bergamo,,Italy,Small
49,50.62,2480.38,4/29/2003 0:00,Shipped,2,4,2003,Vintage Cars,43,Melbourne,Victoria,Australia,Small
27,50.19,1355.13,6/27/2003 0:00,Shipped,2,6,2003,Vintage Cars,43,Madrid,,Spain,Small
34,36.66,1246.44,8/10/2003 0:00,Shipped,3,8,2003,Vintage Cars,43,New Bedford,MA,USA,Small
20,41.02,820.4,10/8/2003 0:00,Shipped,4,10,2003,Vintage Cars,43,Madrid,,Spain,Small
48,51.93,2492.64,10/28/2003 0:00,Shipped,4,10,2003,Vintage Cars,43,Burlingame,CA,USA,Small
29,38.4,1113.6,12/1/2003 0:00,Shipped,4,12,2003,Vintage Cars,43,Burbank,CA,USA,Small
43,41.02,1763.86,1/12/2004 0:00,Shipped,1,1,2004,Vintage Cars,43,Osaka,Osaka,Japan,Small
41,46.26,1896.66,2/20/2004 0:00,Shipped,1,2,2004,Vintage Cars,43,Melbourne,Victoria,Australia,Small
41,35.35,1449.35,4/2/2004 0:00,Shipped,2,4,2004,Vintage Cars,43,Tsawassen,BC,Canada,Small
36,51.93,1869.48,5/11/2004 0:00,Shipped,2,5,2004,Vintage Cars,43,San Jose,CA,USA,Small
38,45.39,1724.82,7/23/2004 0:00,Shipped,3,7,2004,Vintage Cars,43,Nantes,,France,Small
33,51.93,1713.69,8/21/2004 0:00,Shipped,3,8,2004,Vintage Cars,43,Oslo,,Norway,Small
26,48.44,1259.44,9/15/2004 0:00,Shipped,3,9,2004,Vintage Cars,43,Munich,,Germany,Small
47,43.64,2051.08,10/15/2004 0:00,Shipped,4,10,2004,Vintage Cars,43,White Plains,NY,USA,Small
34,47.57,1617.38,11/1/2004 0:00,Shipped,4,11,2004,Vintage Cars,43,Cowes,Isle of Wight,UK,Small
34,51.93,1765.62,11/12/2004 0:00,Shipped,4,11,2004,Vintage Cars,43,Bergamo,,Italy,Small
40,50.62,2024.8,11/24/2004 0:00,Shipped,4,11,2004,Vintage Cars,43,Barcelona,,Spain,Small
40,82.21,3288.4,12/4/2004 0:00,Shipped,4,12,2004,Vintage Cars,43,Glendale,CT,USA,Medium
33,82.59,2725.47,12/17/2004 0:00,Shipped,4,12,2004,Vintage Cars,43,Chatswood,NSW,Australia,Small
49,65.8,3224.2,2/3/2005 0:00,Shipped,1,2,2005,Vintage Cars,43,Nantes,,France,Medium
27,100.0,3211.38,3/3/2005 0:00,Shipped,1,3,2005,Vintage Cars,43,New Bedford,MA,USA,Medium
49,36.66,1796.34,3/30/2005 0:00,Shipped,1,3,2005,Vintage Cars,43,Reims,,France,Small
37,51.93,1921.41,5/10/2005 0:00,Shipped,2,5,2005,Vintage Cars,43,Reggio Emilia,,Italy,Small
33,100.0,3705.24,1/31/2003 0:00,Shipped,1,1,2003,Trucks and Buses,115,Madrid,,Spain,Medium
27,100.0,2843.91,4/4/2003 0:00,Shipped,2,4,2003,Trucks and Buses,115,NYC,NY,USA,Small
46,100.0,6176.42,6/3/2003 0:00,Shipped,2,6,2003,Trucks and Buses,115,NYC,NY,USA,Medium
44,100.0,5500.44,8/1/2003 0:00,Shipped,3,8,2003,Trucks and Buses,115,Espoo,,Finland,Medium
26,100.0,3220.1,9/21/2003 0:00,Shipped,3,9,2003,Trucks and Buses,115,Oulu,,Finland,Medium
48,94.92,4556.16,10/22/2003 0:00,Shipped,4,10,2003,Trucks and Buses,115,Singapore,,Singapore,Medium
23,100.0,3114.89,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,115,Reggio Emilia,,Italy,Medium
45,100.0,4948.2,11/14/2003 0:00,Shipped,4,11,2003,Trucks and Buses,115,Sevilla,,Spain,Medium
49,100.0,5161.17,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,115,White Plains,NY,USA,Medium
28,94.92,2657.76,12/9/2003 0:00,Shipped,4,12,2003,Trucks and Buses,115,Boston,MA,USA,Small
37,100.0,3983.05,2/12/2004 0:00,Shipped,1,2,2004,Trucks and Buses,115,Dublin,,Ireland,Medium
34,100.0,3974.94,3/15/2004 0:00,Shipped,1,3,2004,Trucks and Buses,115,Frankfurt,,Germany,Medium
22,100.0,2928.42,5/5/2004 0:00,Shipped,2,5,2004,Trucks and Buses,115,Madrid,,Spain,Small
29,100.0,3054.57,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,115,Singapore,,Singapore,Medium
34,98.39,3345.26,7/20/2004 0:00,Shipped,3,7,2004,Trucks and Buses,115,San Rafael,CA,USA,Medium
38,100.0,4310.72,8/20/2004 0:00,Shipped,3,8,2004,Trucks and Buses,115,San Rafael,CA,USA,Medium
41,100.0,4983.14,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,115,NYC,NY,USA,Medium
42,100.0,4618.32,10/13/2004 0:00,Shipped,4,10,2004,Trucks and Buses,115,Cambridge,MA,USA,Medium
28,100.0,3403.12,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,115,Aaarhus,,Denmark,Medium
38,100.0,5190.42,11/5/2004 0:00,Shipped,4,11,2004,Trucks and Buses,115,Stavern,,Norway,Medium
23,100.0,3141.57,11/20/2004 0:00,Shipped,4,11,2004,Trucks and Buses,115,Paris,,France,Medium
31,71.4,2213.4,12/2/2004 0:00,Shipped,4,12,2004,Trucks and Buses,115,Madrid,,Spain,Small
46,100.0,4896.7,12/15/2004 0:00,Shipped,4,12,2004,Trucks and Buses,115,Reims,,France,Medium
48,56.55,2714.4,1/23/2005 0:00,Shipped,1,1,2005,Trucks and Buses,115,San Rafael,CA,USA,Small
29,100.0,3087.05,2/22/2005 0:00,Shipped,1,2,2005,Trucks and Buses,115,Madrid,,Spain,Medium
46,100.0,5692.96,3/17/2005 0:00,Shipped,1,3,2005,Trucks and Buses,115,Paris,,France,Medium
26,100.0,3460.86,5/3/2005 0:00,Shipped,2,5,2005,Trucks and Buses,115,Madrid,,Spain,Medium
32,53.31,1705.92,1/31/2003 0:00,Shipped,1,1,2003,Trains,58,Madrid,,Spain,Small
21,49.21,1033.41,4/16/2003 0:00,Shipped,2,4,2003,Trains,58,Singapore,,Singapore,Small
46,69.12,3179.52,6/3/2003 0:00,Shipped,2,6,2003,Trains,58,NYC,NY,USA,Medium
42,49.79,2091.18,8/8/2003 0:00,Shipped,3,8,2003,Trains,58,San Rafael,CA,USA,Small
31,57.41,1779.71,9/28/2003 0:00,Shipped,3,9,2003,Trains,58,Madrid,,Spain,Small
38,66.78,2537.64,10/22/2003 0:00,Shipped,4,10,2003,Trains,58,Singapore,,Singapore,Small
38,64.44,2448.72,11/6/2003 0:00,Shipped,4,11,2003,Trains,58,Reggio Emilia,,Italy,Small
20,48.62,972.4,11/14/2003 0:00,Shipped,4,11,2003,Trains,58,New Bedford,MA,USA,Small
46,62.09,2856.14,11/26/2003 0:00,Shipped,4,11,2003,Trains,58,New Haven,CT,USA,Small
30,65.61,1968.3,1/2/2004 0:00,Shipped,1,1,2004,Trains,58,Lyon,,France,Small
30,68.54,2056.2,2/12/2004 0:00,Shipped,1,2,2004,Trains,58,Dublin,,Ireland,Small
43,52.14,2242.02,3/15/2004 0:00,Shipped,1,3,2004,Trains,58,Frankfurt,,Germany,Small
49,63.85,3128.65,5/5/2004 0:00,Shipped,2,5,2004,Trains,58,Espoo,,Finland,Medium
43,56.82,2443.26,7/20/2004 0:00,Shipped,3,7,2004,Trains,58,Allentown,PA,USA,Small
37,66.78,2470.86,8/20/2004 0:00,Shipped,3,8,2004,Trains,58,San Rafael,CA,USA,Small
35,55.07,1927.45,9/8/2004 0:00,Shipped,3,9,2004,Trains,58,NYC,NY,USA,Small
34,60.34,2051.56,10/14/2004 0:00,Shipped,4,10,2004,Trains,58,Manchester,,UK,Small
38,61.51,2337.38,10/22/2004 0:00,Shipped,4,10,2004,Trains,58,Aaarhus,,Denmark,Small
44,100.0,5932.96,11/5/2004 0:00,Shipped,4,11,2004,Trains,58,Stavern,,Norway,Medium
21,100.0,2296.77,11/21/2004 0:00,Shipped,4,11,2004,Trains,58,NYC,NY,USA,Small
44,100.0,6490.88,12/2/2004 0:00,Shipped,4,12,2004,Trains,58,Madrid,,Spain,Medium
25,64.93,1623.25,12/15/2004 0:00,Shipped,4,12,2004,Trains,58,Reims,,France,Small
24,58.58,1405.92,1/26/2005 0:00,Shipped,1,1,2005,Trains,58,Minato-ku,Tokyo,Japan,Small
38,60.06,2282.28,2/22/2005 0:00,Shipped,1,2,2005,Trains,58,Madrid,,Spain,Small
45,100.0,8977.05,3/17/2005 0:00,Shipped,1,3,2005,Trains,58,Paris,,France,Large
51,63.85,3256.35,5/5/2005 0:00,Shipped,2,5,2005,Trains,58,Bridgewater,CT,USA,Medium
34,82.99,2821.66,3/3/2003 0:00,Shipped,1,3,2003,Motorcycles,81,Makati City,,Philippines,Small
44,74.85,3293.4,5/7/2003 0:00,Shipped,2,5,2003,Motorcycles,81,Reims,,France,Medium
44,96.0,4224.0,7/2/2003 0:00,Shipped,3,7,2003,Motorcycles,81,San Rafael,CA,USA,Medium
38,81.36,3091.68,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,81,Pasadena,CA,USA,Medium
